DATE,TEMP,DEWP,SLP,VISIB,WDSP,PRCP,COND
12-30-1979,13,50.2,1015.9,1.4,4.1,0.2,0
12-31-1979,14.22222222,49.5,1012.8,1.8,4,0,2
01/01/1980,11.83333333,50.8,1012.7,1.1,3.6,0.12,0
01/02/1980,11.72222222,50.5,1015.5,0.5,2.8,0,0
01/03/1980,10.27777778,47.9,1019.3,0.8,6.6,0,2
01/04/1980,10.38888889,45.5,1020.8,1.2,4.4,0,2
01/05/1980,11.11111111,41.7,1020.4,1.9,3.9,0,2
01/06/1980,11.61111111,41.5,1020.2,2.1,5.7,0,0
01/07/1980,10.55555556,39.2,1020.2,2.3,5.2,0,0
01/08/1980,11.77777778,38.1,1018.9,2.3,2.5,0,0
01/09/1980,12.38888889,38.5,1017.6,1.8,3.6,0,0
01/10/1980,13.5,39,1015.6,2.3,5.8,0,0
01/11/1980,13.22222222,39,1015.5,2.2,3.1,0,0
01/12/1980,13.5,39,1018.7,1.5,1.7,0,0
1-13-1980,11.22222222,35.8,1019.3,2.2,8.5,0,1
1-14-1980,11.55555556,35.3,1019.5,2.5,4.2,0,0
1-15-1980,12.77777778,34,1018.1,2,1.4,0,0
1-16-1980,12.44444444,39.2,1017.1,1,1.1,0,2
1-17-1980,14,42.1,1018.2,1.6,2.5,0,0
1-18-1980,16.5,42.4,1018.7,1,0.7,0,1
1-19-1980,17,44,1019.7,2.1,2.1,0,0
1-20-1980,15.88888889,44.4,1018.4,2.1,3.7,0,0
1-21-1980,14.5,43.2,1018.6,2.2,5.3,0,0
1-22-1980,13.27777778,40.1,1017.4,2.3,5.6,0,0
1-23-1980,14.5,35.8,1015,3,7.8,0,0
1-24-1980,14.88888889,39,1014.4,2.5,5.6,0,0
1-25-1980,16.61111111,44.2,1015.5,2.3,1.6,0,0
1-26-1980,17.55555556,45.1,1012,1.9,2.8,0,0
1-27-1980,17.38888889,50.2,1010.6,2.3,3.6,0.04,0
1-28-1980,15.16666667,44.3,1011.9,2.2,5.3,0,0
1-29-1980,13.66666667,34.2,1012.9,3.3,11.4,0,0
1-30-1980,13.88888889,30.9,1012.2,4.3,6.1,0,0
1-31-1980,13.5,35.1,1014.7,2.2,2,0,0
02/01/1980,16.38888889,36.3,1012.6,3,3.5,0,0
02/02/1980,14.83333333,45.1,1012,2.3,9.5,0,1
02/03/1980,15.44444444,50.5,1013.2,2,4.7,0.08,0
02/04/1980,16.88888889,44.6,1014,2.3,4,0.08,0
02/05/1980,12.61111111,32.7,1016.8,2,7.5,0,2
02/06/1980,11.5,30.9,1017.7,3.9,8.9,0,0
02/07/1980,13,32,1016.8,2.5,8.1,0,0
02/08/1980,15.55555556,34.2,1016.6,6.5,5.3,0,0
02/09/1980,16.33333333,39,1016.7,2.5,3.9,0,0
02/10/1980,15.5,31.1,1016.4,3,8,0,0
02/11/1980,14.88888889,31.3,1017.8,2.5,7,0,0
02/12/1980,17,37.4,1016.8,2,4.1,0,1
2-13-1980,17.55555556,42.6,1015.1,1.7,1.3,0,0
2-14-1980,19,49.8,1012.6,1.8,4.5,0,1
2-15-1980,18.83333333,54.4,1013.1,2.5,6.6,0.2,0
2-16-1980,18.77777778,53.4,1014,2.3,1.6,0,0
2-17-1980,18.22222222,52,1014.1,2,3.6,0,0
2-18-1980,18.77777778,50.2,1015.3,2.2,4,0,0
2-19-1980,20.61111111,45.5,1013.7,2.3,2.9,0,0
2-20-1980,22.27777778,49.8,1014.5,2.2,3.5,0,0
2-21-1980,22.38888889,52.9,1015.9,2.3,4.9,0,0
2-22-1980,22,55.1,1013.9,2.5,7.5,0,0
2-23-1980,22,52.9,1011.6,2.5,6.9,0,0
2-24-1980,22,45.7,1011.7,2.5,11.6,0,0
2-25-1980,21.5,36.3,1011,2.5,18.8,0,0
2-26-1980,21.27777778,43.3,1011.4,2.5,6.5,0,0
2-27-1980,23,50.5,1006.4,2.3,2,0,0
2-28-1980,24.11111111,50.7,1003.9,2.3,4.1,0,0
2-29-1980,21.11111111,51.4,1006.6,2.3,4,0,0
03/01/1980,21,44.6,1011.5,2.3,3.7,0,0
03/02/1980,18.27777778,41.3,1010.6,2.5,7.5,0,0
03/03/1980,18.77777778,47.8,1010.5,2.5,6.5,0,0
03/04/1980,19,53.8,1011.7,2.1,6.1,0,1
03/05/1980,18.44444444,59.8,1008.1,2.1,6.1,0.2,1
03/06/1980,18.27777778,39.5,1011,2.5,5.7,0.79,0
03/07/1980,16.88888889,41.9,1011.2,2.8,4.9,0,0
03/08/1980,17.77777778,43.9,1009.7,2.3,3.9,0,0
03/09/1980,18.11111111,41,1012.5,2.3,2.6,0,0
03/10/1980,19.88888889,39.4,1013,2.7,4,0,0
03/11/1980,20.38888889,44.2,1015.1,2.3,3.6,0,0
03/12/1980,20,37.6,1017,2.8,7.7,0,0
3-13-1980,19.61111111,41.9,1016.8,2.5,8.9,0,0
3-14-1980,22.5,46.2,1015.8,2.5,6.9,0,0
3-15-1980,22.5,46.6,1012.9,3.4,6.1,0,0
3-16-1980,23.88888889,49.3,1010.3,2.3,4.3,0,0
3-17-1980,23.88888889,50.9,1012.1,2.8,4.2,0,0
3-18-1980,22.11111111,51.1,1011.7,2,3.5,0,1
3-19-1980,23.22222222,49.5,1012.6,2.3,4.2,0,0
3-20-1980,24.27777778,48.2,1012.4,3.4,6,0,0
3-21-1980,25.88888889,51.6,1012.8,2.5,6.8,0,0
3-22-1980,25.22222222,52.9,1011.5,2.5,7,0,0
3-23-1980,24.55555556,49.5,1008.9,3.6,7.7,0,0
3-24-1980,22.5,57.4,1011.7,2.3,1.5,0,0
3-25-1980,24.72222222,54,1011.9,2.3,4.4,0.02,1
3-26-1980,24,52.1,1014,2.5,4.1,0.12,0
3-27-1980,23.27777778,47.1,1014,2.8,4.1,0,0
3-28-1980,24.61111111,45.3,1010.5,2.3,3.4,0,0
3-29-1980,22.11111111,54.1,1009.8,1.6,3.7,0,1
3-30-1980,23.72222222,51.5,1011.5,2.3,4.2,0.01,0
3-31-1980,23.27777778,51.8,1011.6,2.5,3.2,0,0
04/01/1980,24.88888889,51.3,1012.5,2.3,1.4,0,0
04/02/1980,27.27777778,50.7,1008.9,2.3,2.1,0,0
04/03/1980,25.38888889,53.2,1008.7,2,4.5,0,1
04/04/1980,25.72222222,45.1,1009.1,3.6,4.2,0,0
04/05/1980,26.55555556,46.1,1010.2,3.6,3.9,0,0
04/06/1980,28.5,49.3,1010,3.3,2,0,0
04/07/1980,30,51.8,1008.1,2.8,5,0,1
04/08/1980,30.88888889,52.7,1005.6,3.3,6.2,0,0
04/09/1980,29.61111111,52.2,1004.2,2.5,6.7,0,0
04/10/1980,28.88888889,48.9,1001.7,4.1,3.7,0,0
04/11/1980,31.88888889,48.4,1000.7,2.2,3.7,0,0
04/12/1980,31.38888889,53.4,1004,2.5,5.7,0,0
4-13-1980,29.61111111,44.4,1004.8,3,7.6,0,0
4-14-1980,31.5,48.9,1005.5,2.5,4.1,0,0
4-15-1980,31,44.6,1005,3,7.3,0,0
4-16-1980,29.77777778,46.2,1005.9,3,3.4,0,0
4-17-1980,30.72222222,46.2,1004.8,3.7,3.6,0,0
4-18-1980,33.88888889,49.1,1003.4,3,7.8,0,0
4-19-1980,34,49.1,1004.8,2.5,6.8,0,0
4-20-1980,34.5,49.8,1005.4,3,6.1,0,0
4-21-1980,34,50.3,1004.7,3.1,3.8,0,0
4-22-1980,34.27777778,52,1002.4,2.3,2.2,0,0
4-23-1980,32.27777778,48.2,1002.3,3.4,6.3,0,0
4-24-1980,31.55555556,45.4,1002,2.5,6.1,0,0
4-25-1980,32.77777778,39.2,1002.7,3.4,4.9,0,0
4-26-1980,34.44444444,41.2,1003,2.5,4.5,0,0
4-27-1980,34,44.3,1002.6,2.5,5.4,0,0
4-28-1980,32.77777778,49.6,1003.5,2.2,5,0,1
4-29-1980,34.27777778,48.4,1003.2,2.5,6.3,0.04,0
4-30-1980,33.77777778,50.7,1003.6,2.5,4.8,0,0
05/01/1980,34.38888889,48.6,1003.9,3,3,0,0
05/02/1980,35.61111111,50.5,1003.4,1.9,4,0,0
05/03/1980,36.38888889,52.5,1000.8,2.5,4.9,0,0
05/04/1980,36,44.1,1000,2.5,3.6,0,0
05/05/1980,35,54,1000,2,2.1,0,0
05/06/1980,35.27777778,47.8,999.3,2.5,3.2,0,0
05/07/1980,32.61111111,50.4,1000.3,2.2,5.9,0,1
05/08/1980,32.83333333,57.2,1001.5,2.3,1.1,0,0
05/09/1980,30.11111111,58.5,1003.4,1.7,5.6,0.01,0
05/10/1980,32.61111111,52,1002.6,2.5,2.7,0.12,0
05/11/1980,33.11111111,55.2,1001.3,2.5,1.1,0,0
05/12/1980,35.72222222,45.7,1000,2.5,4.2,0,0
5-13-1980,35.77777778,46.4,1001.8,2.3,4.5,0,0
5-14-1980,36.5,39.4,1002.4,2.5,5.6,0,0
5-15-1980,34.5,49.3,1002.1,2.3,2.8,0,0
5-16-1980,33.11111111,48.2,1001.3,2.3,3.1,0,0
5-17-1980,35,43.2,998.1,3,4.1,0,0
5-18-1980,36.77777778,42.8,997.5,2.3,10.5,0,0
5-19-1980,35.27777778,48.7,999.9,2.1,4.4,0,0
5-20-1980,34.27777778,49.8,1000.4,1.9,2.9,0,0
5-21-1980,34.16666667,49.5,1000.4,1.7,4.4,0,0
5-22-1980,34,46.6,1000.4,2.3,3.8,0,0
5-23-1980,34.27777778,46.2,998.3,2.5,4,0,0
5-24-1980,36,48,997.2,2.5,5.7,0,0
5-25-1980,35,51.8,999.4,2.5,5.4,0,0
5-26-1980,35,50.5,1000.2,2.5,2.6,0,0
5-27-1980,34.5,58.8,999,2.3,3.4,0,0
5-28-1980,35.22222222,61,996.7,2.3,6.7,0,1
5-29-1980,31.61111111,64,1000.3,2.3,6.8,0,0
5-30-1980,33.22222222,63.5,1000.7,2.2,4.3,0.04,0
5-31-1980,36,61.1,999.8,1.9,4.4,0,0
06/01/1980,30.61111111,70.5,1001.5,3,6.7,0,0
06/02/1980,31.27777778,71.1,1001.9,2.5,3.7,0,0
06/03/1980,31.38888889,68,1000.7,2.5,6.1,0.24,0
06/04/1980,31.77777778,65.3,998.7,2.5,2.5,0,0
06/05/1980,34.27777778,61,996.8,2.5,1.5,0,0
06/06/1980,33.27777778,61.1,997.1,2.3,3.9,0,1
06/07/1980,32.61111111,60.4,996.9,2.3,6.9,0,0
06/08/1980,32.61111111,66.7,997.6,3,5.8,0,0
06/09/1980,35.5,67.8,997.4,2.5,4.6,0,0
06/10/1980,34.88888889,69.8,997.1,2.5,4,0,0
06/11/1980,36,68.5,996.2,2.5,4.6,0,0
06/12/1980,32.27777778,70.7,999.6,2.3,9.7,0,0
6-13-1980,33,72.7,1001,2.5,4.5,0,0
6-14-1980,30.5,71.4,1000.7,2.2,4.5,0,0
6-15-1980,33,69.1,998.1,2.3,2.1,0,0
6-16-1980,36,66,995.9,2.3,2.2,0,0
6-17-1980,36.22222222,68.9,995.6,2.5,3.4,0,0
6-18-1980,36.83333333,67,995.2,2.3,4.6,0,0
6-19-1980,36.16666667,71.9,996.2,2.5,9.1,0,0
6-20-1980,32.27777778,70.2,999.3,2.5,16.1,0,0
6-21-1980,27.27777778,75.7,1000.3,2.3,4.2,0,1
6-22-1980,31.11111111,76.8,998.1,2.5,6.1,1.06,0
6-23-1980,33.55555556,75.2,999.6,2.5,6.1,0,0
6-24-1980,33.77777778,74.5,999.5,2.5,3.9,0,0
6-25-1980,31.16666667,77.3,998.5,2.5,2.3,0,0
6-26-1980,28.38888889,77.2,997.3,2.1,1.1,0.02,1
6-27-1980,30.5,76.5,996.8,2.1,0.5,1.73,0
6-28-1980,32,75.9,995.6,2.5,3.2,0,0
6-29-1980,31.5,75.2,994.5,3,1.8,0,0
6-30-1980,30,79.5,995.1,2,2,0,1
07/01/1980,30.5,78.6,996.2,2.3,2.2,1.18,0
07/02/1980,31.5,77.2,996.1,2.5,4.4,0,0
07/03/1980,32.11111111,74.8,996.2,2.5,7.3,0.12,0
07/04/1980,33.27777778,74.8,995.4,2.5,3.8,0,0
07/05/1980,30.44444444,76,995.6,2.5,1.4,0,1
07/06/1980,30.5,77.7,996.2,2.2,2.5,0.31,0
07/07/1980,28.72222222,74.9,995.5,3,2.1,1.34,1
07/08/1980,27.5,74.5,995.2,2.5,3,0.04,1
07/09/1980,27.27777778,76.5,997.1,2.3,4,0.04,1
07/10/1980,28.11111111,77.9,997.5,2.6,3.7,0.28,1
07/11/1980,28.5,79,997.1,2.3,2.6,0.71,1
07/12/1980,29.61111111,78.8,997.1,2.5,4.6,0.98,0
7-13-1980,27.5,77.9,999,2,2.9,0.24,1
7-14-1980,26.61111111,75.7,999.2,2.1,3,1.77,1
7-15-1980,31.27777778,77.7,997.4,1.9,4.5,0.08,0
7-16-1980,28.22222222,75,1000.2,2.2,1.9,0,1
7-17-1980,27.88888889,76.8,1002.3,2.5,1.1,0.47,1
7-18-1980,29.88888889,76.6,998.6,2.5,6.4,0.28,1
7-19-1980,31,74.7,997.1,2.5,7,0.24,0
7-20-1980,31.22222222,73.2,996.6,2.5,6.5,0,0
7-21-1980,30.11111111,74.5,997,2.5,7.8,0,1
7-22-1980,26.22222222,76.6,997.9,2,2.8,1.61,1
7-23-1980,28.27777778,77,1000.2,2.5,2.3,0,1
7-24-1980,31,78.3,998.8,2.5,1.3,0,1
7-25-1980,31.27777778,78.6,997.5,2.5,1.2,0,0
7-26-1980,27.27777778,77,998.8,2.3,3.1,0,1
7-27-1980,30,77.5,998.8,2.3,2.1,1.1,1
7-28-1980,28,77.4,998.6,2.5,3.4,0.24,0
7-29-1980,28.61111111,78.1,998.8,2.5,5,0.16,1
7-30-1980,28,78.8,999.2,2.3,2,0.08,1
7-31-1980,30.27777778,79.5,996.8,2.5,2.4,0.16,0
08/01/1980,29.88888889,78.8,995.7,2.5,0.8,0,1
08/02/1980,26.88888889,76.6,999.4,2.3,0.6,0,1
08/03/1980,27.72222222,78.3,1001.4,2.2,2.6,0.2,1
08/04/1980,31.11111111,78.1,1001.5,2.5,1.7,0.39,0
08/05/1980,29.88888889,78.1,999.6,2.3,1.6,0,1
08/06/1980,28.5,77.2,997.8,2.3,1.6,1.06,0
08/07/1980,28.11111111,76.1,998.2,2.5,3.6,0,0
08/08/1980,28.22222222,75.7,999.4,2.3,1.5,0.02,1
08/09/1980,29.27777778,77.5,999.9,2.3,0.6,0.16,1
08/10/1980,29.88888889,76.6,999.4,2.5,1.6,0.04,0
08/11/1980,31.11111111,76.8,997.8,2.3,2.2,0,0
08/12/1980,30.38888889,75,999.2,2.5,3,0.16,0
8-13-1980,30.5,77.7,999.6,2.5,3.4,0.04,0
8-14-1980,31,75.4,999.8,2.5,3.1,0,0
8-15-1980,30.5,76.3,1000.2,2.5,1.5,0.59,0
8-16-1980,31.5,77.7,1000.2,2.5,0.8,0,1
8-17-1980,31.11111111,75,999.3,2.3,4.5,0.08,1
8-18-1980,31,74.5,999.9,2.5,5.2,0.08,0
8-19-1980,30.27777778,72.1,1000.9,3,3.2,0,0
8-20-1980,31.11111111,74.2,1000.6,2.5,2.4,0,0
8-21-1980,30.33333333,74.3,999.4,2.7,0.8,0,0
8-22-1980,33,74.7,998.6,2.3,0.6,0,0
8-23-1980,28.77777778,77,999.1,2.5,5,0,0
8-24-1980,30,76.3,998.2,2.5,1.6,0,0
8-25-1980,32.33333333,74.4,997.2,2.5,4.7,1.02,0
8-26-1980,31.22222222,74.8,998.5,2.5,4.1,0,0
8-27-1980,30.61111111,75,998.6,2.5,2.7,0,1
8-28-1980,31.38888889,74.9,999.4,2.5,2.5,0,0
8-29-1980,31,75.4,1001.5,3,2.2,0,0
8-30-1980,31.22222222,76.1,1002.2,2.5,4.8,0,0
8-31-1980,30.61111111,74.5,1002.4,2.6,3.6,0,0
09/01/1980,30.83333333,76.2,1002.3,2.5,2.6,0,0
09/02/1980,27.27777778,75.4,1002.3,2.3,0.6,0,1
09/03/1980,29.88888889,74.5,1000.9,2.7,1.9,0.67,1
09/04/1980,30.27777778,76.1,1001.2,2.3,2,0,0
09/05/1980,29.72222222,71.9,1002,2.2,4,0,0
09/06/1980,27.27777778,73.9,1002.5,2.3,5.1,0,1
09/07/1980,25.44444444,76,1003.1,2.1,2.4,0.83,1
09/08/1980,28,76.8,1003.3,2.2,0.8,0.98,1
09/09/1980,29.77777778,75.2,1003.8,2.5,4.4,0,0
09/10/1980,30.27777778,70.8,1004.5,2.5,6.3,0,0
09/11/1980,30.27777778,71.8,1005,2.5,4.9,0,0
09/12/1980,29.88888889,72,1003.3,2.5,4.6,0,0
9-13-1980,30.11111111,70.6,1001.5,3,4.8,0,0
9-14-1980,30,69.3,1001.7,2.5,6.4,0,0
9-15-1980,30.72222222,70.1,1003.2,2.5,4.5,0,0
9-16-1980,31.38888889,70,1005.6,2.5,3.5,0,0
9-17-1980,28.5,73,1006.2,2.5,2.1,0,1
9-18-1980,28.72222222,72.6,1004.5,2.5,2.7,0.28,0
9-19-1980,28,71.6,1004.5,2.5,3,0,0
9-20-1980,28.77777778,68.7,1004,2.5,5.2,0,0
9-21-1980,26.27777778,68.8,1007.2,2.5,4,0,0
9-22-1980,27.77777778,70.7,1007.5,2.2,2.6,0,0
9-23-1980,29.5,70.2,1007.5,2.3,1.2,0,0
9-24-1980,30.5,67.8,1009.6,2.3,1.8,0,0
9-25-1980,31,63.1,1008.9,2.5,4.9,0,0
9-26-1980,30.16666667,64.1,1006.8,2.5,5.8,0,0
9-27-1980,29.38888889,59.2,1004.6,2.5,5.6,0,0
9-28-1980,29.88888889,58.1,1005.2,2.5,7.1,0,0
9-29-1980,30,60.4,1005.6,2.5,5.3,0,0
9-30-1980,29,59.2,1006.4,2.5,3.2,0,0
10/01/1980,30.5,57.6,1005.1,2.5,3.8,0,0
10/02/1980,28.61111111,59.5,1005.4,3,3.3,0,0
10/03/1980,29.11111111,58.1,1004.6,2.3,3,0,0
10/04/1980,28.77777778,59.2,1004.2,2.5,3.2,0,0
10/05/1980,28.61111111,62.4,1007.5,2.3,3.4,0,0
10/06/1980,28.5,65.8,1008.5,2.5,3.8,0,0
10/07/1980,28.11111111,68.7,1008.8,2.5,5.6,0,0
10/08/1980,27,67.8,1009.6,2.2,7.6,0,1
10/09/1980,25.5,65.8,1011.3,2.5,5.5,0.24,0
10/10/1980,28.38888889,70,1009.4,2.5,2.6,0,0
10/11/1980,25,62.3,1009.7,2.5,3.4,0,0
10/12/1980,26.72222222,65.2,1010.5,2.3,2.6,0,0
10-13-1980,26.77777778,63.6,1010.5,2.3,3,0,0
10-14-1980,27.16666667,64.9,1010.3,2,1.4,0,0
10-15-1980,27.88888889,65.5,1010.1,2,1,0,0
10-16-1980,28.27777778,65.9,1010.1,2.3,2.7,0,0
10-17-1980,28,66.7,1010.3,2.5,2.5,0,0
10-18-1980,26.72222222,66.5,1010.5,1.8,1.7,0,0
10-19-1980,24.5,65.3,1009.9,7.2,0.6,0,0
10-20-1980,26,62.6,1010,2,3.4,0,0
10-21-1980,25.83333333,57.5,1008.5,2.5,5.9,0,0
10-22-1980,25.5,54.3,1006,2,4.5,0,0
10-23-1980,25.38888889,52.2,1005.1,2.2,3,0,0
10-24-1980,24.38888889,57.2,1007.9,1.6,1.6,0,0
10-25-1980,24.5,62.2,1010.6,1.6,1.5,0,0
10-26-1980,25,56.6,1012.3,2.2,2.9,0,0
10-27-1980,24.11111111,58.3,1014.7,2,3.4,0,1
10-28-1980,24,57.7,1014.5,2,2.1,0,0
10-29-1980,25.38888889,55.9,1012.5,2.2,2.2,0,0
10-30-1980,23.5,59.4,1015.1,1.7,1.5,0.12,0
10-31-1980,23.11111111,55.6,1015.9,1.7,2.6,0,0
11/01/1980,19.61111111,57.9,1017.5,2,5.6,0,1
11/02/1980,22,56.7,1016.7,1.6,2.1,0.04,0
11/03/1980,22.27777778,56.4,1014.3,1.6,1.7,0,0
11/04/1980,22.77777778,53.8,1013.8,2,3.6,0,0
11/05/1980,21.5,52.9,1013.9,1.6,5,0,0
11/06/1980,21,48.9,1014.3,2.2,6,0,0
11/07/1980,20.44444444,45.9,1014.6,2.3,5.3,0,0
11/08/1980,19.38888889,44.8,1015.9,2,3,0,0
11/09/1980,18.88888889,47.1,1017.2,1.9,1.7,0,0
11/10/1980,19,48.6,1017.9,1.5,1.1,0,0
11/11/1980,19.5,48.4,1018.5,1.6,0.7,0,0
11/12/1980,19.38888889,50.2,1017.3,1.5,1.7,0,0
11-13-1980,18.27777778,47.3,1014.6,1.4,0.7,0,0
11-14-1980,18.88888889,49.3,1012.9,0.9,0.1,0,2
11-15-1980,18.88888889,51.1,1015.2,1,0.2,0,2
11-16-1980,19.27777778,52.5,1016.1,1.2,0.2,0,2
11-17-1980,19.77777778,53.8,1016,1.1,1.1,0,2
11-18-1980,19.11111111,50.7,1013.5,1.6,1.6,0,0
11-19-1980,19,49.1,1013,1.4,0.9,0,0
11-20-1980,19,50.2,1013.7,1.4,1.8,0,0
11-21-1980,18.77777778,51.6,1016.6,0.9,0.5,0,2
11-22-1980,20.61111111,49.8,1014.5,2.1,4.2,0,0
11-23-1980,19.55555556,51,1012.7,2,2.8,0,0
11-24-1980,19.44444444,50.8,1014.1,1.4,0.7,0,0
11-25-1980,19.77777778,51.3,1014,1.5,1,0,0
11-26-1980,21.61111111,51.1,1011,1.9,2.7,0,0
11-27-1980,21,54.3,1012.7,1.7,3.6,0,0
11-28-1980,19.27777778,54.9,1015.2,1.9,3.6,0,0
11-29-1980,18.72222222,53.6,1016.7,1.6,2.1,0,0
11-30-1980,18.22222222,49.3,1016.2,2.1,3,0,0
12/01/1980,17.16666667,45.9,1015.6,2,2.7,0,0
12/02/1980,16.88888889,43.2,1016.2,1.8,1.3,0,0
12/03/1980,16,43,1016.5,1.7,1.6,0,0
12/04/1980,16,44.4,1015.7,1.6,3.3,0,0
12/05/1980,16.38888889,40.3,1014.1,2.2,5,0,0
12/06/1980,15.11111111,36.5,1013.7,2,4.2,0,0
12/07/1980,14.72222222,36.6,1015.2,1.9,2.1,0,0
12/08/1980,14.5,39.4,1015.1,1.7,1.3,0,0
12/09/1980,13.61111111,43.7,1016.6,0.8,0.2,0,0
12/10/1980,14.5,44.1,1016.5,0.9,0.4,0,0
12/11/1980,13.77777778,42.6,1017.2,1,0.5,0,0
12/12/1980,14.61111111,43.5,1018,1.7,3.5,0,0
12-13-1980,15.38888889,40.3,1014.6,2.3,8.1,0,0
12-14-1980,15.5,42.6,1013.3,1.9,4.5,0,0
12-15-1980,15.27777778,42.8,1015.8,1.4,2,0,0
12-16-1980,14.5,37.9,1017.1,2,5.1,0,0
12-17-1980,13.77777778,34,1014.9,2.3,5.8,0,0
12-18-1980,15.27777778,35.6,1013.4,2.5,6,0,0
12-19-1980,14.5,37.6,1013.6,1.6,1.8,0,0
12-20-1980,15.27777778,41.7,1014.6,1.3,1.3,0,0
12-21-1980,14.88888889,46.4,1014.3,1,0.7,0,2
12-22-1980,16.16666667,51.8,1012.2,1,2.8,0,1
12-23-1980,16,54.9,1012.7,2.3,8.5,0.2,1
12-24-1980,15.88888889,57.2,1013.9,1.5,2.1,0.08,0
12-25-1980,15.38888889,56.5,1014.9,0.8,0.7,0.02,2
12-26-1980,15.27777778,55.2,1019.2,0.7,2.9,0,2
12-27-1980,14.11111111,52.9,1020,1,5.2,0,0
12-28-1980,13.88888889,51.3,1019.6,0.6,1.8,0,2
12-29-1980,15.38888889,49.3,1021.4,1.3,2.8,0,2
12-30-1980,12,47.3,1020.5,1.3,8.6,0,0
12-31-1980,14.88888889,42.8,1017,2.6,10.1,0,0
01/01/1981,14.83333333,44.6,1015.2,2.1,6.7,0,0
01/02/1981,16.61111111,47.1,1013.8,1.9,2.3,0,0
01/03/1981,15.16666667,50.9,1013.3,1.5,3.2,0.08,1
01/04/1981,16.38888889,53.4,1012.4,2,2.9,0,0
01/05/1981,15.38888889,55.9,1013.3,1.6,2.6,0.75,0
01/06/1981,12.5,50.2,1013.4,1.3,3.9,0,2
01/07/1981,11.88888889,45.3,1015.5,1.5,4.9,0,2
01/08/1981,12.11111111,41.7,1017.1,1.9,5.3,0,0
01/09/1981,11.38888889,40.6,1020.3,1.6,2,0,0
01/10/1981,11.11111111,39.4,1020.9,1.2,0.5,0,0
01/11/1981,11.77777778,41,1021.3,1,2.6,0,2
01/12/1981,12.5,46.2,1023,1.4,1.6,0.02,0
1-13-1981,11.88888889,40.3,1022.5,1.6,4,0,0
1-14-1981,12.11111111,39,1020.6,1.7,4.6,0,0
1-15-1981,12.61111111,41.4,1020.8,5.7,3.4,0,0
1-16-1981,13.55555556,45.4,1020.6,0.7,0.8,0,2
1-17-1981,14.38888889,48.2,1020.8,0.5,1.5,0,2
1-18-1981,13.27777778,44.2,1017.2,2,5.8,0,2
1-19-1981,14.11111111,42.8,1016.2,1.9,2.5,0,0
1-20-1981,15.5,45.9,1017.1,1.3,1.5,0,2
1-21-1981,17.38888889,44.6,1015.3,1.6,1.1,0,0
1-22-1981,18,46.4,1013.1,1.6,2.7,0,2
1-23-1981,16.61111111,50.9,1009.6,1.9,6.6,0.04,1
1-24-1981,15.88888889,53.4,1009.8,2.3,7,0.28,1
1-25-1981,14.5,54.5,1017.3,2.3,6,0.08,0
1-26-1981,14.83333333,52.3,1021.7,1.9,1,0,0
1-27-1981,14.61111111,47.5,1020.9,2.1,2.9,0,0
1-28-1981,15.11111111,48.2,1018.9,1.9,2.1,0,0
1-29-1981,16.22222222,47.5,1014.7,2,3.4,0,0
1-30-1981,15.83333333,51,1012.7,1.7,2.6,0,0
1-31-1981,15.5,50.2,1015,2.1,2.8,0,1
02/01/1981,13.22222222,42.4,1019.4,2.3,5,0.16,0
02/02/1981,13.11111111,43.3,1018.4,2.5,3.3,0,0
02/03/1981,14.61111111,45.3,1017.6,1.9,2.1,0,1
02/04/1981,15.11111111,52.7,1016.8,1.6,3.9,0.04,1
02/05/1981,17.61111111,53.6,1016.9,2.1,4.3,0.12,0
02/06/1981,13.55555556,47.9,1019.8,2.1,7.4,0,0
02/07/1981,13.61111111,44.1,1017.2,2.3,6.6,0,0
02/08/1981,13.88888889,46,1014.4,2,3.8,0,0
02/09/1981,14.88888889,43,1014.8,2.5,5.6,0,0
02/10/1981,15.16666667,43.8,1016.1,2.2,3.2,0,0
02/11/1981,15.88888889,42.8,1011.8,2.5,7.5,0,0
02/12/1981,17.38888889,45.7,1010.9,1.8,1.7,0,0
2-13-1981,19.88888889,49.3,1010.1,2.5,5,0,0
2-14-1981,19.38888889,54.3,1011.2,2.2,2.5,0,1
2-15-1981,19.88888889,52.1,1011.5,1.9,2,0.08,0
2-16-1981,20.11111111,47.3,1014.7,2.3,5.8,0,0
2-17-1981,18.61111111,45,1015.7,2.5,10.8,0,0
2-18-1981,17.5,43.4,1013.9,2.5,10.2,0,0
2-19-1981,18.88888889,44.2,1014.6,2.5,8.2,0,0
2-20-1981,20.11111111,45.7,1014.9,2.3,7.5,0,0
2-21-1981,19,46.2,1013.6,3.4,6.8,0,0
2-22-1981,20.44444444,45.4,1012.9,2.5,5.2,0,0
2-23-1981,20.61111111,48.7,1013.6,2.3,3.1,0,0
2-24-1981,24.16666667,51,1012.2,2,4.6,0,1
2-25-1981,20.22222222,54.3,1013.7,1.8,0.8,0,0
2-26-1981,19.11111111,51.3,1013.6,2.1,4.3,0,2
2-27-1981,19.88888889,48.6,1011.9,2.3,4.5,0,1
2-28-1981,17,55.6,1012.7,2.3,5.2,0.28,1
03/01/1981,19,55.2,1014.9,2.3,3.3,0.04,0
03/02/1981,18.5,46.4,1016.2,3.4,10,0,0
03/03/1981,19.5,43.9,1016,3.9,10.6,0,0
03/04/1981,21.61111111,50.5,1016.4,2.5,6.7,0,0
